Optimal - objective value -530.45505159
   8897 lineup[182,32]                                1               -3.944793
   8986 lineup[194,25]                                1               -5.499559
   8987 lineup[194,26]                                1               -2.635525
   8989 lineup[194,28]                                1                -1.94639
   8993 lineup[194,32]                                1                -3.09537
   9338 lineup[346,25]                                1               -3.892707
  10122 lineup[283,25]                                1               -11.67181
  10123 lineup[283,26]                                1               -5.053631
  10124 lineup[283,27]                                1               -6.038189
  10125 lineup[283,28]                                1               -2.812946
  10126 lineup[283,29]                                1                -9.37679
  10127 lineup[283,30]                                1               -5.538484
  10128 lineup[283,31]                                1               -5.960023
  10129 lineup[283,32]                                1               -5.032347
  10138 lineup[285,25]                                1               -10.25452
  10139 lineup[285,26]                                1               -3.406331
  10140 lineup[285,27]                                1               -4.647725
  10145 lineup[285,32]                                1               -4.819874
  10226 lineup[297,25]                                1               -13.14285
  10233 lineup[297,32]                                1               -3.890597
  10474 lineup[318,25]                                1               -6.782774
  10475 lineup[318,26]                                1               -4.820643
  10476 lineup[318,27]                                1               -5.667358
  10478 lineup[318,29]                                1               -5.651665
  10479 lineup[318,30]                                1               -8.705507
  10644 lineup[332,27]                                1               -4.014484
  10646 lineup[332,29]                                1               -8.913052
  10647 lineup[332,30]                                1               -4.078827
  10648 lineup[332,31]                                1                -3.52284
  10948 lineup[357,27]                                1               -4.911654
  10949 lineup[357,28]                                1               -4.214349
  10950 lineup[357,29]                                1                -6.55387
  10951 lineup[357,30]                                1               -3.416627
  10952 lineup[357,31]                                1               -4.046022
  10953 lineup[357,32]                                1               -2.922822
  11021 lineup[366,28]                                1               -3.783386
  11022 lineup[366,29]                                1               -7.193202
  11023 lineup[366,30]                                1               -3.395144
  11024 lineup[366,31]                                1               -4.267368
  11025 lineup[366,32]                                1               -1.866112
  11850 lineup[732,25]                                1               -3.769629
  11852 lineup[732,27]                                1               -7.046317
  11880 lineup[427,31]                                1               -7.036424
  12763 captain[13,26]                                1               -6.134733
  12765 captain[13,28]                                1               -5.856873
  14036 captain[124,27]                               1               -8.643223
  14470 captain[690,29]                               1               -11.10256
  16097 captain[283,32]                               1               -5.032347
  16194 captain[297,25]                               1               -13.14285
  16447 captain[318,30]                               1               -8.705507
  17848 captain[427,31]                               1               -7.036424
  19021 vicecap[42,28]                                1              -0.4491095
  19916 vicecap[113,27]                               1              -0.7831998
  20070 vicecap[586,29]                               1              -0.9880345
  22058 vicecap[283,25]                               1               -1.167181
  22059 vicecap[283,26]                               1              -0.5053631
  22063 vicecap[283,30]                               1              -0.5538484
  22064 vicecap[283,31]                               1              -0.5960023
  22081 vicecap[285,32]                               1              -0.4819874
  24755 bench[7,27,1]                                 1              -0.7796882
  24763 bench[7,29,1]                                 1              -0.9905363
  24959 bench[13,30,1]                                1              -0.7598902
  25044 bench[16,27,2]                                1              -0.2176331
  26108 bench[42,29,2]                                1              -0.2764576
  29674 bench[113,25,0]                               1                       0
  29686 bench[113,28,0]                               1            -0.007028382
  29702 bench[113,32,0]                               1             -0.02694829
  29784 bench[116,28,2]                               1             -0.01306014
  29801 bench[116,32,3]                               1            -0.001995998
  30028 bench[124,25,2]                               1                       0
  30304 bench[586,30,2]                               1              -0.1335889
  30308 bench[586,31,2]                               1              -0.1817868
  31779 bench[690,31,1]                               1              -0.6883654
  31783 bench[690,32,1]                               1              -0.3211471
  33326 bench[182,26,0]                               1              -0.1044712
  33330 bench[182,27,0]                               1              -0.1126775
  33338 bench[182,29,0]                               1              -0.1036586
  33342 bench[182,30,0]                               1             -0.09375446
  33346 bench[182,31,0]                               1               -0.119568
  33717 bench[194,27,3]                               1            -0.005484691
  33725 bench[194,29,3]                               1            -0.004696435
  33729 bench[194,30,3]                               1            -0.002931484
  33733 bench[194,31,3]                               1            -0.004231996
  39671 bench[318,28,1]                               1             -0.07964334
  40331 bench[332,25,1]                               1                       0
  40336 bench[332,26,2]                               1              -0.1379221
  40345 bench[332,28,3]                               1           -0.0003682629
  40360 bench[332,32,2]                               1             -0.08302026
  41549 bench[357,25,3]                               1                       0
  41553 bench[357,26,3]                               1            -0.003336048
  45167 bench[732,26,1]                               1              -0.5739328
  48522 transfer_in[7,25]                             1                       0
  48845 transfer_in[40,28]                            1                       0
  48861 transfer_in[42,28]                            1                       0
  49779 transfer_in[116,26]                           1                       0
  49910 transfer_in[586,29]                           1                       0
  50275 transfer_in[690,26]                           1                       0
  50666 transfer_in[182,25]                           1                       0
  50762 transfer_in[194,25]                           1                       0
  51898 transfer_in[283,25]                           1                       0
  51921 transfer_in[285,32]                           1                       0
  52009 transfer_in[297,32]                           1                       0
  52797 transfer_in[366,28]                           1                       0
  53626 transfer_in[732,25]                           1                       0
  53656 transfer_in[427,31]                           1                       0
  54522 transfer_out[11,25]                           1                       0
  54566 transfer_out[16,29]                           1                       0
  55813 transfer_out[124,28]                          1                       0
  55881 transfer_out[586,32]                          1                       0
  57083 transfer_out[346,26]                          1                       0
  57885 transfer_out[285,28]                          1                       0
  57971 transfer_out[297,26]                          1                       0
  58138 transfer_out[307,25]                          1                       0
  58146 transfer_out[308,25]                          1                       0
  58224 transfer_out[318,31]                          1                       0
  58394 transfer_out[333,25]                          1                       0
  58410 transfer_out[335,25]                          1                       0
  59597 transfer_out[732,28]                          1                       0
  59625 transfer_out[427,32]                          1                       0
  60426 itb[24]                                     0.1                       0
  60427 itb[25]                                     0.1                       0
  60428 itb[26]                                     0.2                       0
  60429 itb[27]                                     0.2                       0
  60431 itb[29]                                     0.5                       0
  60432 itb[30]                                     0.5                       0
  60433 itb[31]                                     0.6                       0
  60434 itb[32]                                     1.1                       0
  60435 ft[24]                                        1                       0
  60436 ft[25]                                        1                       0
  60437 ft[26]                                        1                       0
  60438 ft[27]                                        1                       0
  60439 ft[28]                                        2                       0
  60440 ft[29]                                        1                       0
  60441 ft[30]                                        1                       0
  60442 ft[31]                                        2                       0
  60443 ft[32]                                        2                       0
  60444 pt[25]                                        4                       4
  60445 pt[26]                                        1                       4
  60447 pt[28]                                        1                       4
  60455 aux[28]                                       1                       0
  60458 aux[31]                                       1                       0
  60459 aux[32]                                       1                       0
